date,title,artist,peakPos,lastPos,weeks,rank,change
2/26/11,Need You Now,Glee Cast,62,72,2,62,10
2/26/11,P.Y.T. (Pretty Young Thing),Glee Cast,58,0,1,58,New
2/26/11,Put You In A Song,Keith Urban,53,63,20,83,-20
2/26/11,She's Not There,Glee Cast,87,0,1,87,New
2/26/11,Silly Love Songs,Glee Cast,45,0,1,45,New
2/26/11,Thriller / Heads Will Roll,Glee Cast,38,75,2,38,37
2/26/11,When I Get You Alone,Glee Cast,47,0,1,47,New
2/26/11,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,89,0,1,89,New
2/19/11,Animal,Neon Trees,13,41,36,47,-6
2/19/11,Bottoms Up,Trey Songz Featuring Nicki Minaj,6,32,26,39,-7
2/19/11,Bullets In The Gun,Toby Keith,83,87,14,83,4
2/19/11,Fire Flame,Birdman Featuring Lil Wayne,64,94,10,97,-3
2/19/11,Like A G6,Far*East Movement Featuring Cataracs & Dev,1,36,26,43,-7
2/19/11,Lo Mejor De Mi Vida Eres Tu,Ricky Martin Featuring Natalia Jimenez,74,0,2,100,Re-Entry
2/19/11,Memories,David Guetta Featuring Kid Cudi,46,84,18,96,-12
2/19/11,Please Don't Go,Mike Posner,16,43,20,48,-5
2/19/11,Rhythm of Love,Plain White T's,38,40,21,38,2
2/19/11,Right Thru Me,Nicki Minaj,26,90,19,95,-5
2/19/11,Secrets,OneRepublic,21,39,33,44,-5
2/19/11,The Ballad Of Mona Lisa,Panic! At The Disco,89,0,1,89,New
2/19/11,The Creep,The Lonely Island Featuring Nicki Minaj,82,0,1,82,New
2/19/11,When You're Young,3 Doors Down,81,0,1,81,New
2/12/11,Can't Be Friends,Trey Songz,43,61,20,72,-11
2/12/11,Dog Days Are Over,Florence + The Machine,21,59,20,63,-4
2/12/11,Help Is On The Way,Rise Against,89,0,1,89,New
2/12/11,I Like It,Enrique Iglesias Featuring Pitbull,4,48,38,50,-2
2/12/11,Mama's Song,Carrie Underwood,56,74,19,93,-19
2/12/11,Marry You,Bruno Mars,85,99,9,95,4
2/12/11,Right Above It,Lil Wayne Featuring Drake,6,43,24,44,-1
2/12/11,Roman's Revenge,Nicki Minaj Featuring Eminem,56,86,5,97,-11
2/12/11,Smoke A Little Smoke,Eric Church,78,80,20,82,-2
2/12/11,We No Speak Americano,Yolanda Be Cool & Dcup,29,78,20,88,-10
2/5/11,"For You, And Your Denial",Yellowcard,100,0,1,100,New
2/5/11,Freak The Freak Out,Victorious Cast Featuring Victoria Justice,50,75,6,92,-17
2/5/11,Give In To Me,Garrett Hedlund & Leighton Meester,79,79,2,98,-19
2/5/11,Stay The Night,James Blunt,94,0,1,94,New
2/5/11,Tighten Up,The Black Keys,87,88,4,97,-9
1/29/11,Club Can't Handle Me,Flo Rida Featuring David Guetta,9,33,29,48,-15
1/29/11,Country Strong,Gwyneth Paltrow,81,81,2,87,-6
1/29/11,Hold My Hand,Michael Jackson Duet With Akon,39,70,9,91,-21
1/29/11,No Love,Eminem Featuring Lil Wayne,23,40,20,53,-13
1/29/11,The Breath You Take,George Strait,63,74,20,93,-19
1/29/11,Turn On The Radio,Reba,53,78,18,99,-21
1/22/11,Anything Like Me,Brad Paisley,48,90,19,95,-5
1/22/11,Love The Way You Lie,Eminem Featuring Rihanna,1,35,29,46,-11
1/22/11,Mine,Taylor Swift,3,31,23,50,-19
1/22/11,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",18,92,10,97,-5
1/22/11,My Kinda Party,Jason Aldean,39,43,20,48,-5
1/22/11,Only Prettier,Miranda Lambert,61,74,19,93,-19
1/22/11,Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,90,0,7,98,Re-Entry
1/22/11,Stuck Like Glue,Sugarland,17,36,24,44,-8
1/22/11,That's All She Wrote,T.I. Featuring Eminem,18,88,5,99,-11
1/15/11,A Year Without Rain,Selena Gomez & The Scene,35,75,8,77,-2
1/15/11,Big Night,Big Time Rush,79,0,1,79,Hot Shot Debut
1/15/11,Check It Out,will.i.am & Nicki Minaj,24,88,15,96,-8
1/15/11,Deuces,Chris Brown Featuring Tyga & Kevin McCall,14,44,27,45,-1
1/15/11,Love Like Woe,The Ready Set,27,34,21,37,-3
1/15/11,Opposite Of Adults,Chiddy Bang,90,0,2,100,Re-Entry
1/15/11,Runaway,Kanye West Featuring Pusha T,12,76,13,75,1
1/15/11,Shake,Jesse McCartney,54,89,12,95,-6
1/15/11,Why Wait,Rascal Flatts,48,97,20,89,8
1/8/11,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,32,54,20,61,-7
1/8/11,Hit It Again,3OH!3,66,0,1,66,New
1/8/11,I Am The Champion,B.o.B,85,0,1,85,New
1/8/11,Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,59,0,3,95,Re-Entry
1/8/11,Shake Up Christmas,Train,99,0,1,99,New
1/1/11,All I Want Is You,Miguel Featuring J. Cole,58,79,14,89,-10
1/1/11,"Baby, It's Cold Outside",Glee Cast,57,57,2,99,-42
1/1/11,Christmas Lights,Coldplay,25,35,3,83,-48
1/1/11,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,36,86,20,98,-12
1/1/11,Loca,Shakira Featuring Dizzee Rascal,32,90,11,96,-6
1/1/11,Loving You No More,Diddy - Dirty Money Featuring Drake,91,0,2,91,Re-Entry
1/1/11,Oh Santa!,Mariah Carey,100,0,1,100,New
1/1/11,September,Daughtry,36,96,20,95,1
1/1/11,When A Woman Loves,R. Kelly,93,0,1,93,New
12/25/10,"Bon, Bon",Pitbull,61,0,5,100,Re-Entry
12/25/10,Fancy,Drake Featuring T.I. & Swizz Beatz,25,81,20,75,6
12/25/10,One In A Million,Ne-Yo,87,92,7,97,-5
12/25/10,Strip Me,Natasha Bedingfield,91,0,4,91,Re-Entry
12/25/10,Welcome Christmas,Glee Cast,59,0,1,59,New
12/18/10,(I've Had) The Time Of My Life,Glee Cast,38,0,1,38,New
12/18/10,Boots,The Killers,79,0,1,79,New
12/18/10,Dog Days Are Over,Glee Cast,22,0,1,22,Hot Shot Debut
12/18/10,Don't Cry For Me Argentina (Lea Michele Version),Glee Cast,97,0,1,97,New
12/18/10,"Hey, Soul Sister",Glee Cast,29,0,1,29,New
12/18/10,Marry You,Glee Cast,32,32,2,57,-25
12/18/10,Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,18,56,3,99,-43
12/18/10,Valerie,Glee Cast,54,0,1,54,New
12/11/10,Come Back Song,Darius Rucker,37,71,20,85,-14
12/11/10,Crazy Beautiful Life,Ke$ha,93,0,1,93,New
12/11/10,Dark Fantasy,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",60,0,1,60,New
12/11/10,Hot Tottie,Usher Featuring Jay-Z,21,59,16,79,-20
12/11/10,Just The Way You Are,Glee Cast,40,0,1,40,New
12/11/10,Show Me How You Burlesque,Christina Aguilera,70,0,1,70,New
12/11/10,Take It Off,Ke$ha,8,55,20,57,-2
12/11/10,Teenage Dream,Glee Cast,8,36,3,80,-44
12/11/10,The Boys of Fall,Kenny Chesney,18,85,18,98,-13
12/4/10,King Of Anything,Sara Bareilles,32,42,22,41,1
12/4/10,Liv Tonight,Nelly Featuring Keri Hilson,75,0,1,75,New
12/4/10,Roll With It,Easton Corbin,55,87,19,89,-2
12/4/10,Sick,New Hollow,86,88,3,93,-5
12/4/10,This Ain't No Love Song,Trace Adkins,88,95,6,94,1
12/4/10,Turn Around (5 4 3 2 1),Flo Rida,98,0,1,98,New
12/4/10,What If,Jason Derulo,76,76,2,96,-20
11/27/10,California Gurls,Katy Perry Featuring Snoop Dogg,1,44,27,50,-6
11/27/10,Cannibal,Ke$ha,77,0,1,77,New
11/27/10,Cooler Than Me,Mike Posner,6,38,29,48,-10
11/27/10,Holding You Down (Goin In Circles),Jazmine Sullivan,60,81,12,96,-15
11/27/10,Marijuana,Kid Cudi,54,0,1,54,New
11/27/10,One Love (People Get Ready),Glee Cast,41,0,1,41,New
11/27/10,Scott Mescudi Vs. The World,Kid Cudi Featuring Cee-Lo,92,0,1,92,New
11/27/10,Start Me Up / Livin' On A Prayer,Glee Cast,31,0,1,31,New
11/27/10,Stop! In The Name Of Love / Free Your Mind,Glee Cast,38,0,1,38,New
11/20/10,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,31,69,14,88,-19
11/20/10,Airplanes,B.o.B Featuring Hayley Williams,2,39,30,47,-8
11/20/10,Double Vision,3OH!3,87,92,4,87,5
11/20/10,Farmer's Daughter,Rodney Atkins,47,53,21,52,1
11/20/10,Get Back Up,T.I. Featuring Chris Brown,70,0,1,70,New
11/20/10,If I Had You,Adam Lambert,30,70,20,83,-13
11/20/10,Love All Over Me,Monica,58,88,17,91,-3
11/20/10,Misery,Maroon 5,14,50,20,55,-5
11/20/10,Radioactive,Kings Of Leon,37,87,5,100,-13
11/20/10,The Big Bang,ROCKMAFIA,98,0,1,98,New
11/20/10,Toot It And Boot It,YG,67,81,11,80,1
11/13/10,All Over Me,Josh Turner,59,73,18,91,-18
11/13/10,Better Than Revenge,Taylor Swift,56,0,1,56,New
11/13/10,Dear John,Taylor Swift,54,0,1,54,New
11/13/10,Enchanted,Taylor Swift,75,0,1,75,New
11/13/10,Hollywood,Michael Buble,55,0,2,90,Re-Entry
11/13/10,Innocent,Taylor Swift,27,0,1,27,New
11/13/10,Last Kiss,Taylor Swift,71,0,1,71,New
11/13/10,Long Live,Taylor Swift,85,0,1,85,New
11/13/10,Mr. Rager,Kid Cudi,77,0,1,77,New
11/13/10,Never Grow Up,Taylor Swift,84,0,1,84,New
11/13/10,Time Warp,Glee Cast,89,0,1,89,New
11/6/10,All About Tonight,Blake Shelton,37,92,19,98,-6
11/6/10,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,60,90,16,92,-2
11/6/10,Gonna Get This,Hannah Montana Featuring Iyaz,66,0,1,66,New
11/6/10,Got Your Back,T.I. Featuring Keri Hilson,38,0,20,99,Re-Entry
11/6/10,If It's Love,Train,34,49,20,46,3
11/6/10,Magic,B.o.B Featuring Rivers Cuomo,10,39,20,45,-6
11/6/10,Not Afraid,Eminem,1,30,25,40,-10
11/6/10,OMG,Usher Featuring will.i.am,1,44,30,43,1
11/6/10,Our Kind Of Love,Lady Antebellum,51,86,20,94,-8
11/6/10,Rap Song,T-Pain Featuring Rick Ross,89,0,1,89,New
11/6/10,Speak Now,Taylor Swift,8,45,3,86,-41
11/6/10,The End,Kings Of Leon,82,0,1,82,New
11/6/10,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,38,0,18,80,Re-Entry
11/6/10,Way Out Here,Josh Thompson,85,85,9,85,0
10/30/10,Don't Go Breaking My Heart,Glee Cast,50,0,1,50,New
10/30/10,Gonorrhea,Lil Wayne Featuring Drake,17,64,3,96,-32
10/30/10,Happy Days Are Here Again / Get Happy,Glee Cast,48,0,1,48,New
10/30/10,Le Jazz Hot,Glee Cast,94,0,1,94,New
10/30/10,Little White Church,Little Big Town,59,84,20,93,-9
10/30/10,Lucky,Glee Cast,27,0,1,27,New
10/30/10,Miss Me,Drake Featuring Lil Wayne,15,62,20,69,-7
10/30/10,Move That Body,Nelly Featuring T-Pain & Akon,54,0,1,54,New
10/30/10,POWER,Kanye West,22,97,16,98,-1
10/30/10,Pretty Good At Drinkin' Beer,Billy Currington,41,78,20,88,-10
10/30/10,"River Deep, Mountain High",Glee Cast,41,0,1,41,New
10/30/10,Sing!,Glee Cast,87,0,1,87,New
10/30/10,The Catalyst,Linkin Park,27,0,10,99,Re-Entry
10/30/10,Your Love,Nicki Minaj,14,71,20,81,-10
10/23/10,Bridge Over Troubled Water,Glee Cast,73,0,1,73,New
10/23/10,Half Of My Heart,John Mayer,25,76,20,77,-1
10/23/10,"Hey, Soul Sister",Train,3,44,54,43,1
10/23/10,I Look To You,Glee Cast,74,0,1,74,New
10/23/10,I Want To Hold Your Hand,Glee Cast,36,0,1,36,New
10/23/10,La La La,Auburn Featuring Iyaz,51,73,13,81,-8
10/23/10,Like We Used To,A Rocket To The Moon,91,0,1,91,New
10/23/10,Losing My Religion,Glee Cast,60,0,1,60,New
10/23/10,One Of Us,Glee Cast,37,0,1,37,New
10/23/10,Only The Good Die Young,Glee Cast,50,0,1,50,New
10/23/10,Papa Can You Hear Me?,Glee Cast,65,0,1,65,New
10/23/10,Ridin' Solo,Jason Derulo,9,36,28,49,-13
10/23/10,Teach Me How To Dougie,Cali Swag District,28,55,20,57,-2
10/23/10,The Only Exception,Paramore,24,25,20,53,-28
10/16/10,Baby One More Time,Glee Cast,54,0,1,54,New
10/16/10,Bill Gates,Lil Wayne,75,0,1,75,New
10/16/10,Billionaire,Travie McCoy Featuring Bruno Mars,4,26,27,41,-15
10/16/10,Empire State Of Mind,Glee Cast,21,21,2,94,-73
10/16/10,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,88,0,1,88,New
10/16/10,I Am Not A Human Being,Lil Wayne,65,0,1,65,New
10/16/10,I'm A Slave 4 U,Glee Cast,52,0,1,52,New
10/16/10,Me Against The Music,Glee Cast,56,0,1,56,New
10/16/10,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,77,0,1,77,New
10/16/10,Need You Now,Lady Antebellum,2,46,60,48,-2
10/16/10,Pretty Boy Swag,Soulja Boy Tell'em,34,81,16,100,-19
10/16/10,Stronger,Glee Cast,53,0,1,53,New
10/16/10,The Only Exception,Glee Cast,26,0,1,26,New
10/16/10,Toxic,Glee Cast,16,0,1,16,Hot Shot Debut
10/16/10,What's Wrong With Them,Lil Wayne Featuring Nicki Minaj,42,0,1,42,New
10/9/10,Billionaire,Glee Cast,28,0,1,28,New
10/9/10,Bittersweet,Fantasia,74,84,12,93,-9
10/9/10,Break My Bank,New Boyz Featuring Iyaz,68,79,11,87,-8
10/9/10,Breakeven,The Script,12,50,43,50,0
10/9/10,Erase Me,Kid Cudi Featuring Kanye West,22,78,5,97,-19
10/9/10,Find Your Love,Drake,5,34,21,47,-13
10/9/10,Free,Zac Brown Band,34,77,19,83,-6
10/9/10,Listen,Glee Cast,38,0,1,38,New
10/9/10,Round & Round,Selena Gomez & The Scene,24,86,14,86,0
10/9/10,Stutter,Maroon 5,84,0,1,84,New
10/9/10,Telephone,Glee Cast,23,0,1,23,New
10/9/10,What I Did For Love,Glee Cast,51,0,1,51,New
10/2/10,Glitter In The Air,P!nk,18,86,18,93,-7
10/2/10,Hold You (Hold Yuh),Gyptian,77,0,15,92,Re-Entry
10/2/10,Love Like Crazy,Lee Brice,45,54,20,69,-15
10/2/10,Smile,Uncle Kracker,31,44,33,48,-4
10/2/10,Somebody To Love,Justin Bieber Featuring Usher,15,0,18,90,Re-Entry
10/2/10,Trailerhood,Toby Keith,97,98,4,99,-1
9/25/10,Break Your Heart,Taio Cruz Featuring Ludacris,1,42,29,48,-6
9/25/10,Champagne Life,Ne-Yo,75,90,8,100,-10
9/25/10,Dumb Love,Sean Kingston,84,0,1,84,New
9/25/10,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,31,76,20,88,-12
9/25/10,I'm In,Keith Urban,60,69,16,87,-18
9/25/10,Introducing Me,Nick Jonas,92,0,1,92,New
9/25/10,"Lover, Lover",Jerrod Niemann,29,73,20,81,-8
9/25/10,Rockstar 101,Rihanna Featuring Slash,64,0,5,89,Re-Entry
9/25/10,The Man Who Can't Be Moved,The Script,86,91,6,95,-4
9/25/10,This Ain't Nothin',Craig Morgan,83,83,13,90,-7
9/25/10,Undo It,Carrie Underwood,23,59,20,67,-8
9/18/10,Alejandro,Lady Gaga,5,44,23,46,-2
9/18/10,Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,89,92,3,94,-2
9/18/10,Bulletproof,La Roux,8,45,27,45,0
9/18/10,Impossible,Shontelle,13,51,20,53,-2
9/18/10,Kissin U,Miranda Cosgrove,54,78,15,86,-8
9/18/10,My First Kiss,3OH!3 Featuring Ke$ha,9,87,18,93,-6
9/18/10,Ride,Ciara Featuring Ludacris,42,73,20,84,-11
9/18/10,There Goes My Baby,Usher,25,40,25,50,-10
9/11/10,143,Bobby Brackins Featuring Ray J,76,85,11,93,-8
9/11/10,Mockingbird,Rob Thomas,95,100,4,99,1
9/11/10,Rock That Body,The Black Eyed Peas,9,91,18,95,-4
9/4/10,Black Rain,Soundgarden,96,0,1,96,New
9/4/10,Give A Little More,Maroon 5,86,0,1,86,New
9/4/10,This Afternoon,Nickelback,34,84,20,98,-14
9/4/10,Un-Thinkable (I'm Ready),Alicia Keys,21,43,20,51,-8
9/4/10,Water,Brad Paisley,42,90,19,93,-3
9/4/10,Your Love Is My Drug,Ke$ha,4,36,28,46,-10
8/28/10,Circle The Drain,Katy Perry,58,0,1,58,New
8/28/10,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,27,74,20,72,2
8/28/10,Lay Me Down,The Dirty Heads Featuring Rome,93,100,8,99,1
8/28/10,Lose My Mind,Young Jeezy Featuring Plies,35,73,15,87,-14
8/21/10,Beautiful Monster,Ne-Yo,53,70,9,91,-21
8/21/10,Crazy Town,Jason Aldean,51,91,17,98,-7
8/21/10,I Never Told You,Colbie Caillat,48,63,20,67,-4
8/21/10,Not Like The Movies,Katy Perry,53,0,1,53,New
8/21/10,Nothin' On You,B.o.B Featuring Bruno Mars,1,41,28,49,-8
8/21/10,Pray For You,Jaron And The Long Road To Love,34,76,20,92,-16
8/21/10,Rain Is A Good Thing,Luke Bryan,37,58,20,66,-8
8/21/10,Sex Room,Ludacris Featuring Trey Songz,69,89,11,99,-10
8/21/10,The House That Built Me,Miranda Lambert,28,66,20,72,-6
8/21/10,We'll Be A Dream,WE the Kings Featuring Demi Lovato,76,80,6,93,-13
8/14/10,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,30,24,44,-14
8/14/10,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,89,96,5,100,-4
8/14/10,G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,79,0,1,79,New
8/14/10,Haven't Met You Yet,Michael Buble,24,49,44,50,-1
8/14/10,In My Head,Jason Derulo,5,41,34,48,-7
8/14/10,Nightmare,Avenged Sevenfold,51,0,3,83,Re-Entry
8/14/10,She Won't Be Lonely Long,Clay Walker,53,80,18,95,-15
8/14/10,The Crow & The Butterfly,Shinedown,97,0,1,97,New
8/7/10,Can't Be Tamed,Miley Cyrus,8,65,10,88,-23
8/7/10,Eenie Meenie,Sean Kingston & Justin Bieber,15,99,18,100,-1
8/7/10,Ordinary Girl,Hannah Montana,91,91,2,91,0
8/7/10,Over,Drake,14,58,20,62,-4
7/31/10,If We Ever Meet Again,Timbaland Featuring Katy Perry,37,79,18,84,-5
7/31/10,The Man I Want To Be,Chris Young,48,87,20,96,-9
7/31/10,Wavin' Flag,K'Naan,82,83,7,97,-14
7/24/10,Gimmie That Girl,Joe Nichols,34,74,20,76,-2
7/24/10,My Chick Bad,Ludacris Featuring Nicki Minaj,11,62,20,65,-3
7/24/10,Neighbors Know My Name,Trey Songz,43,96,20,97,-1
7/24/10,Rude Boy,Rihanna,1,33,22,36,-3
7/24/10,Shark In The Water,V V Brown,67,82,6,85,-3
7/24/10,Telephone,Lady Gaga Featuring Beyonce,3,46,33,43,3
7/24/10,Up On The Ridge,Dierks Bentley,99,0,1,99,New
7/24/10,Whataya Want From Me,Adam Lambert,10,45,30,49,-4
7/17/10,I Can Do Anything,3OH!3,100,0,1,100,New
7/17/10,I Gotta Feeling,The Black Eyed Peas,1,49,56,49,0
7/17/10,Outta Your Mind,Lil Jon Featuring LMFAO,84,0,1,84,New
7/17/10,Wrong Baby Wrong,Martina McBride,74,80,15,90,-10
7/17/10,Young Forever,Jay-Z + Mr. Hudson,10,31,25,37,-6
7/10/10,25 To Life,Eminem,92,0,1,92,New
7/10/10,Cold Wind Blows,Eminem,71,0,1,71,New
7/10/10,I Keep On Loving You,Reba,78,78,10,85,-7
7/10/10,I'm Back,T.I.,44,85,15,95,-10
7/10/10,Stay,Miley Cyrus,75,0,1,75,New
7/10/10,Talkin' 2 Myself,Eminem Featuring Kobe,88,0,1,88,New
7/10/10,TiK ToK,Ke$ha,1,39,38,46,-7
7/10/10,Up All Night,Drake Featuring Nicki Minaj,49,49,2,90,-41
7/10/10,Won't Back Down,Eminem Featuring P!nk,62,0,1,62,New
7/3/10,9 AM In Dallas,Drake,57,0,1,57,New
7/3/10,Another Way To Die,Disturbed,81,0,1,81,New
7/3/10,Finding My Way Back,Jaheim,95,0,1,95,New
7/3/10,Fireworks,Drake Featuring Alicia Keys,71,0,1,71,New
7/3/10,Hey,Lil Jon Featuring 3OH!3,62,70,2,62,8
7/3/10,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",21,35,20,36,-1
7/3/10,Lil Freak,Usher Featuring Nicki Minaj,40,74,16,87,-13
7/3/10,Solo,Iyaz,32,0,18,92,Re-Entry
7/3/10,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,28,71,11,80,-9
6/26/10,Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast,58,0,1,58,New
6/26/10,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,49,74,16,92,-18
6/26/10,Bionic,Christina Aguilera,66,0,1,66,New
6/26/10,Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,84,0,1,84,New
6/26/10,Don't Stop Believin',Glee Cast,4,0,7,59,Re-Entry
6/26/10,Everything To Me,Monica,44,90,18,97,-7
6/26/10,Faithfully,Glee Cast,37,0,1,37,New
6/26/10,I Gotta Get To You,George Strait,70,78,13,95,-17
6/26/10,Keep On Lovin' You,Steel Magnolia,68,89,15,96,-7
6/26/10,Not Myself Tonight,Christina Aguilera,23,0,8,73,Re-Entry
6/26/10,Over The Rainbow,Glee Cast,44,0,1,44,New
6/26/10,Poker Face,Glee Cast,20,70,4,94,-24
6/26/10,To Sir With Love,Glee Cast,75,0,1,75,New
6/26/10,Woohoo,Christina Aguilera Featuring Nicki Minaj,79,0,2,99,Re-Entry
6/26/10,Yeah Ya Know (Takers),T.I.,44,44,2,100,-56
6/19/10,Another One Bites The Dust,Glee Cast,79,0,1,79,New
6/19/10,Baby,Justin Bieber Featuring Ludacris,5,50,20,52,-2
6/19/10,Beautiful Day,Lee DeWyze,24,24,2,72,-48
6/19/10,Deja Vu,3OH!3,75,0,1,75,New
6/19/10,Dirty Picture,Taio Cruz Featuring Ke$ha,96,0,1,96,New
6/19/10,Falling Slowly,Lee DeWyze & Crystal Bowersox,66,66,2,80,-14
6/19/10,Good Vibrations,Glee Cast,69,0,1,69,New
6/19/10,Hallelujah,Lee DeWyze,44,44,2,76,-32
6/19/10,Hey Daddy (Daddy's Home),Usher Featuring Plies,24,46,21,49,-3
6/19/10,Imma Be,The Black Eyed Peas,1,39,27,45,-6
6/19/10,"It's A Man's, Man's Man's World",Glee Cast,95,0,1,95,New
6/19/10,Loser,Glee Cast,93,0,1,93,New
6/19/10,Roger That,Young Money,56,83,11,99,-16
6/19/10,Tell Me Something Good,Glee Cast,87,0,1,87,New
6/19/10,Unstoppable,Rascal Flatts,52,74,18,82,-8
6/19/10,You And Your Heart,Jack Johnson,20,99,4,65,34
6/12/10,Ain't Back Yet,Kenny Chesney,50,75,13,85,-10
6/12/10,All The Right Moves,OneRepublic,18,44,34,47,-3
6/12/10,American Honey,Lady Antebellum,25,52,20,58,-6
6/12/10,Bad Romance,Glee Cast,54,86,2,54,32
6/12/10,Beth,Glee Cast,72,0,1,72,New
6/12/10,Carry Out,Timbaland Featuring Justin Timberlake,11,37,26,48,-11
6/12/10,Dream On,Glee Cast Featuring Neil Patrick Harris,26,26,2,92,-66
6/12/10,Highway 20 Ride,Zac Brown Band,40,88,20,87,1
6/12/10,I Dreamed A Dream,Glee Cast Featuring Idina Menzel,31,31,2,96,-65
6/12/10,Jessie's Girl,Glee Cast,23,64,3,97,-33
6/12/10,Leave Right Now,Will Young,81,0,1,81,New
6/12/10,Say Aah,Trey Songz Featuring Fabolous,9,36,29,43,-7
6/12/10,Super High,Rick Ross Featuring Ne-Yo,100,0,1,100,New
6/12/10,The Boxer,Lee DeWyze,88,0,1,88,New
6/12/10,Touchin On My,3OH!3,49,49,2,89,-40
6/12/10,Up To The Mountain,Crystal Bowersox,57,0,1,57,New
6/12/10,Who Dat,J. Cole,93,0,1,93,New
6/5/10,A Little More Country Than That,Easton Corbin,42,90,20,94,-4
6/5/10,Backwoods,Justin Moore,69,84,13,99,-15
6/5/10,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,86,20,92,-6
6/5/10,Hell On The Heart,Eric Church,67,79,12,91,-12
6/5/10,Neutron Star Collision (Love Is Forever),Muse,77,0,1,77,New
6/5/10,Pyramid,Charice Featuring Iyaz,56,56,2,93,-37
6/5/10,Safety Dance,Glee Cast,81,0,1,81,New
6/5/10,Say Something,Timbaland Featuring Drake,23,74,20,78,-4
6/5/10,Steady Mobbin',Young Money Featuring Gucci Mane,48,88,20,89,-1
