,hot100
2933,0.0
11986,0.0
354,0.0
241,0.0
2680,0.0
2313,0.0
6891,0.0
13590,0.0
16526,0.0
441,0.0
3696,0.0
5179,0.0
15967,0.0
12045,0.0
5135,0.0
10522,0.0
5885,0.0
11867,0.0
10130,0.0
13761,0.0
9202,0.0
5261,0.0
14705,0.0
10322,0.0
1156,0.0
1720,0.0
9019,0.0
16807,0.0
6744,0.0
4724,0.0
9178,0.0
4119,0.0
12847,0.0
15958,0.0
11672,0.0
3058,0.0
1130,0.0
6307,0.0
1415,0.0
2586,0.0
12403,0.0
7398,0.0
8050,0.0
15234,0.0
12931,0.0
12033,0.0
12488,0.0
11318,0.0
8738,0.0
2627,0.0
4969,0.0
11124,0.0
10879,0.0
3899,0.0
9166,0.0
16537,0.0
1598,0.0
13586,0.0
5041,0.0
1361,1.0
2877,0.0
4500,0.0
14679,1.0
9149,0.0
15244,0.0
1302,0.0
2036,0.0
856,0.0
11326,0.0
6992,0.0
8561,0.0
397,0.0
7599,0.0
5044,0.0
5971,0.0
4278,0.0
16772,0.0
10972,0.0
12098,0.0
12244,0.0
8748,0.0
14808,0.0
15734,0.0
86,0.0
2098,0.0
5079,0.0
6058,0.0
2244,0.0
481,0.0
15241,0.0
4246,0.0
8494,0.0
13257,0.0
1566,0.0
9624,0.0
12902,0.0
1027,0.0
8457,0.0
17179,0.0
3282,1.0
2780,0.0
16881,0.0
7495,0.0
6409,0.0
9963,1.0
2643,0.0
6726,0.0
6719,0.0
13216,0.0
10414,0.0
10452,0.0
15681,0.0
2838,0.0
1536,0.0
5331,0.0
4698,0.0
5782,0.0
7550,0.0
7578,0.0
398,0.0
1780,0.0
1870,0.0
3416,0.0
7369,0.0
14872,0.0
4133,0.0
7438,0.0
15969,0.0
10148,0.0
4965,0.0
3200,0.0
12547,0.0
8674,1.0
13548,0.0
13021,0.0
9648,0.0
13823,1.0
4694,0.0
12349,0.0
12123,0.0
10901,0.0
14499,0.0
15887,0.0
9568,0.0
934,0.0
17014,0.0
6205,0.0
6656,0.0
16038,0.0
10231,0.0
11197,0.0
14385,0.0
3087,0.0
1408,0.0
10094,0.0
14059,0.0
11559,0.0
10722,0.0
1153,0.0
1599,1.0
14083,0.0
4585,0.0
1128,0.0
9253,0.0
1623,0.0
10044,0.0
3143,0.0
16870,0.0
4491,0.0
14433,0.0
16696,0.0
7816,0.0
16310,0.0
4652,0.0
8628,0.0
2965,0.0
1863,0.0
14021,0.0
7361,0.0
4984,0.0
6433,0.0
7609,0.0
2264,0.0
11721,0.0
476,0.0
6374,0.0
14858,0.0
833,0.0
5378,0.0
4294,0.0
13825,0.0
12184,0.0
13747,0.0
7842,0.0
6491,0.0
16406,0.0
2703,0.0
1516,0.0
4673,0.0
15845,0.0
2245,0.0
17004,0.0
4762,0.0
6257,0.0
5652,0.0
2491,1.0
2698,0.0
11745,0.0
3076,0.0
13662,0.0
2897,0.0
11500,0.0
10365,0.0
1829,0.0
11882,0.0
5774,0.0
8079,0.0
2812,0.0
4074,0.0
3822,0.0
926,1.0
12771,0.0
8041,0.0
171,0.0
16742,0.0
4761,0.0
2862,0.0
1910,0.0
15377,0.0
2771,0.0
2930,0.0
10221,0.0
1604,0.0
8219,0.0
9766,1.0
7215,0.0
1076,0.0
11574,0.0
3490,0.0
2119,0.0
13394,0.0
8030,0.0
10273,0.0
12243,0.0
5446,0.0
15395,0.0
2315,0.0
11612,0.0
8224,0.0
6214,0.0
16102,0.0
11570,0.0
16291,0.0
3268,0.0
641,0.0
1431,0.0
1016,0.0
16718,0.0
9545,0.0
4916,0.0
12991,0.0
10928,0.0
175,0.0
11403,0.0
2381,0.0
4600,0.0
4329,0.0
7927,0.0
12741,0.0
10275,0.0
525,0.0
3241,0.0
10104,0.0
14898,0.0
4859,0.0
16739,0.0
939,0.0
5244,0.0
4739,0.0
314,0.0
13912,0.0
9446,0.0
5662,0.0
11256,0.0
2384,0.0
16040,0.0
10934,0.0
5017,0.0
13316,0.0
3874,0.0
15645,0.0
5051,0.0
4018,0.0
16751,0.0
4295,0.0
10394,0.0
2640,0.0
5417,0.0
7301,0.0
10815,0.0
8746,0.0
16535,1.0
6857,0.0
14223,0.0
7441,0.0
7784,0.0
8373,0.0
16335,0.0
3590,1.0
1739,0.0
1576,0.0
12016,0.0
8514,0.0
9795,0.0
7242,0.0
2849,0.0
14288,0.0
11657,0.0
13623,0.0
7011,0.0
5932,0.0
10949,0.0
1453,0.0
4036,0.0
8735,0.0
6078,0.0
3993,0.0
6783,0.0
6698,0.0
14737,1.0
15019,1.0
5426,0.0
16326,0.0
15987,0.0
11869,0.0
9914,0.0
686,0.0
6265,0.0
16679,0.0
4574,0.0
6402,0.0
6477,0.0
9534,0.0
4080,0.0
4826,0.0
8309,0.0
6679,0.0
6833,0.0
6866,0.0
6199,0.0
12355,0.0
6522,1.0
6528,0.0
15777,0.0
16234,0.0
15004,0.0
6803,0.0
9527,0.0
9436,0.0
14970,0.0
4489,0.0
526,0.0
7307,0.0
11876,0.0
14394,0.0
2696,0.0
4300,0.0
2840,0.0
8662,0.0
10842,0.0
5621,0.0
6711,0.0
1920,0.0
1938,0.0
12544,0.0
13908,0.0
1420,0.0
8145,0.0
4680,0.0
12515,0.0
14603,0.0
12486,0.0
8560,0.0
14064,0.0
12611,0.0
10260,0.0
3952,0.0
5899,0.0
3679,0.0
494,0.0
15237,0.0
11642,0.0
470,0.0
16340,0.0
6805,0.0
11304,0.0
3442,0.0
11919,0.0
16238,0.0
10858,0.0
11167,0.0
7232,0.0
1673,0.0
4995,0.0
13693,0.0
8260,0.0
13506,0.0
6637,0.0
482,0.0
14764,0.0
6993,0.0
12209,0.0
16722,0.0
9962,0.0
2111,0.0
5398,0.0
6709,0.0
1494,0.0
8092,0.0
3987,0.0
3521,0.0
1641,1.0
14770,0.0
10691,0.0
5989,0.0
13603,0.0
12592,0.0
16243,0.0
7970,0.0
12124,0.0
1577,0.0
5118,0.0
11281,0.0
2030,0.0
9386,0.0
840,0.0
9848,0.0
11368,0.0
5372,0.0
2088,0.0
14056,0.0
7866,0.0
13177,0.0
14771,0.0
11324,0.0
9432,0.0
3165,0.0
4560,0.0
8069,0.0
4827,0.0
467,1.0
12171,0.0
16614,0.0
7818,0.0
9915,0.0
5976,0.0
15830,0.0
5240,0.0
7027,0.0
16970,0.0
1134,0.0
10914,0.0
8878,0.0
11350,0.0
1670,0.0
8008,0.0
2450,0.0
15285,0.0
15284,0.0
1631,0.0
601,0.0
11696,0.0
8252,0.0
4688,0.0
4927,0.0
8980,0.0
14604,1.0
10440,0.0
9359,0.0
3375,0.0
13860,1.0
7573,0.0
1345,0.0
3975,0.0
5596,0.0
13343,0.0
14287,0.0
9268,0.0
5030,0.0
14488,0.0
620,0.0
10,0.0
7221,0.0
16991,0.0
6449,0.0
9371,0.0
14595,1.0
5160,0.0
1616,0.0
13839,0.0
5130,0.0
2070,0.0
10866,0.0
13538,0.0
12955,0.0
361,0.0
11900,0.0
9634,0.0
9474,0.0
10528,0.0
8112,0.0
15255,0.0
11339,0.0
11035,0.0
3527,0.0
6759,0.0
5944,0.0
7569,0.0
12774,0.0
13614,0.0
13302,0.0
11253,0.0
8772,0.0
11708,0.0
14307,0.0
7838,0.0
15018,0.0
9269,0.0
16083,0.0
16646,0.0
11244,0.0
2793,0.0
7129,0.0
5731,0.0
2657,0.0
13755,0.0
5371,0.0
12978,0.0
5119,0.0
14678,0.0
8330,0.0
12063,0.0
13031,0.0
13504,0.0
13795,0.0
6865,0.0
9727,0.0
9768,1.0
6028,0.0
8539,0.0
14802,0.0
9100,0.0
16804,0.0
11925,0.0
12130,0.0
9776,0.0
16104,0.0
8278,0.0
9666,0.0
16680,1.0
5059,0.0
3396,0.0
11399,0.0
10634,0.0
8981,0.0
6567,0.0
2404,0.0
4241,0.0
1939,0.0
14126,0.0
17069,0.0
3703,0.0
8352,0.0
14559,0.0
1268,0.0
12884,0.0
14171,0.0
15760,0.0
5334,0.0
3691,0.0
7195,0.0
15022,1.0
9239,0.0
13532,0.0
2907,0.0
10589,0.0
11374,1.0
10644,0.0
5356,0.0
4365,0.0
7046,0.0
4479,0.0
7803,0.0
13572,0.0
16824,0.0
13877,0.0
607,0.0
7832,0.0
3253,0.0
4231,0.0
12794,0.0
3203,0.0
15802,0.0
14241,0.0
2759,0.0
10990,0.0
13708,0.0
10799,0.0
14996,1.0
9924,0.0
12216,0.0
11366,0.0
9645,0.0
7509,0.0
6640,0.0
4059,0.0
4193,0.0
1307,0.0
17072,0.0
723,0.0
10897,0.0
2054,0.0
4354,0.0
14349,0.0
5996,0.0
12858,0.0
7096,0.0
11400,0.0
4939,0.0
8213,0.0
1015,0.0
832,0.0
12803,0.0
2825,0.0
4800,0.0
2040,0.0
9953,1.0
8192,0.0
15247,0.0
17155,0.0
12430,0.0
15872,0.0
16457,0.0
13414,0.0
16450,0.0
16388,0.0
12040,0.0
6369,0.0
8475,0.0
16571,0.0
14524,0.0
12280,0.0
5357,0.0
8710,0.0
8390,0.0
15035,0.0
3901,0.0
16154,0.0
12673,0.0
15000,1.0
667,0.0
15117,0.0
8465,0.0
2150,0.0
6278,0.0
7476,0.0
16856,0.0
4123,0.0
9468,0.0
11173,0.0
13766,0.0
12976,0.0
7975,0.0
5182,0.0
14748,0.0
3941,0.0
5144,0.0
10986,0.0
16762,0.0
2418,0.0
1197,0.0
13089,0.0
14063,0.0
15090,0.0
11568,0.0
14765,0.0
16250,0.0
16395,0.0
1057,0.0
8246,0.0
14487,0.0
6934,0.0
15993,0.0
15786,0.0
15661,0.0
12405,0.0
12964,0.0
7565,0.0
5047,0.0
553,0.0
12919,0.0
10925,0.0
1503,0.0
17111,0.0
11896,1.0
5171,0.0
5379,0.0
5520,0.0
4228,0.0
14336,0.0
8513,0.0
3376,0.0
616,0.0
7464,0.0
13409,0.0
8658,0.0
14657,0.0
12868,0.0
2798,0.0
3097,0.0
15912,1.0
10345,0.0
14129,0.0
2192,0.0
15731,0.0
15691,0.0
8210,0.0
167,0.0
10695,0.0
3877,0.0
6622,0.0
9957,0.0
2438,0.0
10431,0.0
8292,0.0
15129,0.0
16656,0.0
14724,1.0
13817,0.0
2950,0.0
14831,0.0
14115,0.0
10887,0.0
10957,0.0
4122,0.0
16043,1.0
6207,0.0
14791,0.0
8283,0.0
9182,0.0
12954,0.0
13035,0.0
8249,0.0
6817,0.0
9923,0.0
10519,0.0
1471,0.0
15930,0.0
3912,0.0
1040,0.0
11911,0.0
6054,0.0
6712,1.0
6216,0.0
7611,0.0
13646,0.0
16524,0.0
3616,0.0
9407,0.0
11828,0.0
6957,0.0
1373,0.0
10039,0.0
13358,0.0
12841,0.0
7356,0.0
9788,0.0
8994,0.0
8972,0.0
14833,0.0
2687,0.0
6662,0.0
8163,0.0
319,0.0
5514,0.0
8123,0.0
4394,0.0
6169,0.0
10660,0.0
9561,0.0
488,0.0
923,0.0
12951,0.0
2635,0.0
8144,0.0
15775,0.0
8853,0.0
2216,0.0
8716,0.0
2572,0.0
8353,0.0
256,0.0
4379,0.0
14857,0.0
5052,0.0
5575,0.0
13349,1.0
6434,0.0
7038,0.0
13605,0.0
9286,0.0
15477,0.0
11280,0.0
1655,1.0
15622,0.0
6048,0.0
5744,0.0
2962,0.0
6664,0.0
9154,0.0
3554,0.0
12817,0.0
2288,0.0
1263,0.0
6612,0.0
17164,0.0
4863,0.0
10103,0.0
4444,0.0
6008,0.0
11443,0.0
4706,0.0
7660,0.0
14239,0.0
4909,0.0
14980,0.0
13582,0.0
13604,0.0
11899,0.0
1668,0.0
15250,0.0
4858,0.0
10443,0.0
5752,0.0
6185,0.0
5931,0.0
8775,0.0
8381,0.0
13071,0.0
9460,0.0
3304,0.0
12058,0.0
9481,0.0
5344,0.0
1540,0.0
6700,0.0
8004,0.0
268,0.0
1011,1.0
15173,0.0
12537,0.0
11701,0.0
14984,0.0
228,0.0
15236,0.0
11302,0.0
6096,0.0
3631,0.0
11436,0.0
11527,0.0
10698,0.0
5518,0.0
5006,0.0
13824,0.0
8929,0.0
7197,0.0
10959,0.0
14099,0.0
15385,0.0
7120,0.0
4925,0.0
9920,0.0
13028,0.0
15171,0.0
13171,0.0
9171,0.0
7908,0.0
2506,0.0
8890,0.0
4079,0.0
2674,0.0
10598,0.0
12363,0.0
1837,0.0
9252,0.0
10464,0.0
10190,0.0
8253,0.0
738,0.0
8916,0.0
7597,0.0
12551,1.0
10036,0.0
237,0.0
11177,0.0
14037,0.0
1468,0.0
8860,1.0
7772,0.0
693,0.0
3903,0.0
4555,0.0
6506,0.0
472,0.0
14451,1.0
13698,0.0
13003,1.0
5824,0.0
3562,0.0
1054,0.0
16150,0.0
7078,0.0
15109,0.0
6186,0.0
15558,0.0
391,0.0
14226,0.0
5864,0.0
11382,0.0
11189,0.0
15853,1.0
3826,0.0
4575,0.0
4686,0.0
7854,0.0
5225,0.0
1172,0.0
16091,0.0
3641,1.0
7483,1.0
489,0.0
3805,0.0
15062,0.0
1403,0.0
15946,1.0
16424,0.0
15325,0.0
8643,0.0
7769,0.0
3431,0.0
1423,0.0
4509,0.0
6690,0.0
4102,0.0
332,0.0
6879,0.0
8562,0.0
1523,0.0
11496,1.0
3298,1.0
8928,0.0
9659,0.0
13764,0.0
3054,0.0
11153,0.0
14320,0.0
7436,0.0
7614,0.0
8376,0.0
1077,0.0
11178,0.0
7302,0.0
987,0.0
3915,0.0
3972,0.0
299,0.0
10508,0.0
15988,0.0
5913,0.0
12520,0.0
8698,0.0
13813,0.0
12759,0.0
11344,0.0
4129,0.0
953,0.0
10505,0.0
15384,0.0
11741,0.0
17107,0.0
15633,0.0
13541,0.0
14515,0.0
6223,0.0
164,0.0
752,0.0
13455,0.0
4219,0.0
372,0.0
9412,0.0
7543,0.0
4709,0.0
14333,0.0
10651,0.0
16496,0.0
5685,0.0
8573,0.0
9702,0.0
9419,0.0
17195,0.0
3559,0.0
14257,0.0
5768,0.0
12662,0.0
17039,0.0
3470,0.0
10663,0.0
9233,0.0
10567,0.0
1686,0.0
7701,0.0
7752,0.0
6933,0.0
8559,0.0
636,0.0
8237,0.0
412,0.0
13273,0.0
2947,0.0
10847,0.0
1387,0.0
9126,0.0
2179,0.0
326,0.0
10518,0.0
4581,0.0
1980,0.0
10112,0.0
626,0.0
5627,0.0
10140,1.0
5105,0.0
3030,0.0
12412,0.0
14615,0.0
15309,0.0
919,0.0
8888,0.0
9462,0.0
7445,0.0
2031,0.0
5361,0.0
3371,0.0
14662,1.0
16024,0.0
1376,0.0
10716,0.0
11507,0.0
15115,0.0
1385,0.0
13797,0.0
11852,0.0
11933,0.0
12498,0.0
16233,0.0
13882,0.0
6799,0.0
15619,0.0
4930,0.0
2295,0.0
911,0.0
5174,0.0
7261,0.0
16723,0.0
15724,0.0
14033,0.0
17036,0.0
15422,0.0
16971,0.0
11204,0.0
1179,0.0
6468,0.0
5192,0.0
1183,0.0
13869,0.0
8821,1.0
5807,0.0
12107,0.0
2615,0.0
3088,0.0
2172,1.0
761,0.0
9755,0.0
7517,0.0
2336,0.0
11487,0.0
2842,0.0
13774,0.0
8623,0.0
3900,0.0
247,0.0
12778,0.0
12946,0.0
12422,0.0
15953,0.0
9683,0.0
7273,0.0
4477,0.0
1364,0.0
120,0.0
238,0.0
764,0.0
10340,0.0
13832,0.0
479,0.0
2434,0.0
11578,0.0
8661,0.0
2050,0.0
6133,0.0
14009,0.0
7734,0.0
11044,0.0
12259,0.0
671,0.0
11510,0.0
9589,0.0
8915,0.0
2178,0.0
6397,0.0
6972,0.0
9251,0.0
9279,0.0
9433,0.0
15683,0.0
10060,0.0
2542,0.0
9069,0.0
16533,1.0
7251,0.0
3234,0.0
5882,0.0
10630,0.0
4497,0.0
7163,0.0
13242,0.0
13396,0.0
11697,0.0
7644,0.0
3721,0.0
1843,0.0
16035,0.0
12603,0.0
10412,0.0
5368,0.0
889,0.0
426,0.0
2916,0.0
4083,0.0
14244,0.0
1493,0.0
7868,1.0
2397,0.0
5138,0.0
13278,0.0
10085,0.0
4745,0.0
7081,0.0
3445,0.0
11088,0.0
14684,0.0
12357,0.0
1121,0.0
2725,0.0
11376,0.0
4283,0.0
8894,0.0
7135,0.0
1964,0.0
8411,0.0
11418,0.0
3807,0.0
11599,0.0
11703,0.0
6467,0.0
16060,0.0
5141,0.0
6583,0.0
2092,0.0
13453,0.0
3811,0.0
7783,0.0
12483,0.0
16764,0.0
8148,0.0
6815,0.0
7871,1.0
10454,0.0
9701,0.0
1949,0.0
14506,0.0
11048,0.0
13481,0.0
8896,0.0
15770,0.0
7775,0.0
5305,0.0
6176,0.0
2224,0.0
8826,0.0
12602,0.0
12183,0.0
7414,0.0
14086,0.0
3636,0.0
6653,0.0
16352,0.0
9513,0.0
2414,0.0
4568,0.0
13087,0.0
3443,0.0
16369,0.0
16606,0.0
2015,0.0
392,0.0
3622,0.0
1756,0.0
11810,0.0
13806,1.0
8399,0.0
3678,0.0
9873,0.0
3522,0.0
8255,0.0
12059,0.0
2935,0.0
5232,0.0
8609,1.0
3645,0.0
13484,0.0
13569,0.0
1176,0.0
16300,0.0
12012,0.0
8930,0.0
8125,0.0
5022,0.0
3979,0.0
14664,1.0
3526,0.0
17055,0.0
14587,0.0
16947,0.0
15289,0.0
7720,0.0
2556,0.0
5076,0.0
8374,0.0
14050,0.0
9293,0.0
4182,0.0
3001,0.0
15984,0.0
14094,0.0
14958,0.0
10117,0.0
12052,0.0
9655,0.0
4266,0.0
12494,0.0
9889,0.0
14028,0.0
8455,0.0
13757,0.0
929,0.0
16752,0.0
16051,0.0
7519,0.0
9234,0.0
694,0.0
579,0.0
7825,0.0
16458,0.0
376,0.0
2547,0.0
5691,0.0
2501,0.0
11753,0.0
965,0.0
15272,0.0
8688,0.0
10349,0.0
14169,0.0
101,0.0
3964,0.0
17171,0.0
11955,0.0
2081,0.0
4538,0.0
6707,0.0
2909,0.0
12433,0.0
2344,0.0
3056,0.0
3898,0.0
11981,0.0
12869,0.0
2072,0.0
3829,0.0
15028,0.0
1227,0.0
2607,0.0
5495,1.0
11765,0.0
13734,0.0
11811,1.0
10916,0.0
6859,0.0
9993,0.0
3425,0.0
6699,0.0
2712,0.0
13005,0.0
11550,0.0
6766,0.0
13086,0.0
12300,0.0
743,0.0
10474,0.0
2023,0.0
8645,0.0
4131,0.0
12832,0.0
11545,0.0
8554,0.0
11812,0.0
13014,0.0
51,0.0
6354,0.0
5439,0.0
9308,0.0
14720,0.0
3918,0.0
8670,1.0
9815,0.0
10127,0.0
6356,0.0
3,0.0
7250,0.0
15894,1.0
14123,0.0
3776,0.0
8642,0.0
16691,0.0
7238,0.0
4544,0.0
666,0.0
11953,0.0
5148,0.0
1049,0.0
118,0.0
17049,0.0
4889,0.0
3960,0.0
194,0.0
15521,0.0
10533,1.0
3655,0.0
15611,0.0
15452,0.0
12148,0.0
11107,0.0
15275,0.0
15720,0.0
5979,0.0
9373,0.0
15697,0.0
6623,0.0
14120,0.0
6187,0.0
11941,0.0
4165,0.0
4348,0.0
11639,0.0
14010,0.0
4837,0.0
5878,0.0
12251,0.0
12599,0.0
4833,0.0
11873,0.0
3648,0.0
4201,0.0
11250,0.0
1671,1.0
7602,0.0
1866,0.0
13097,0.0
10500,0.0
1226,0.0
14308,0.0
732,0.0
9381,0.0
92,0.0
14415,0.0
2425,0.0
2726,0.0
3637,0.0
11263,0.0
9773,0.0
2246,0.0
3459,0.0
12424,0.0
13238,0.0
16879,0.0
10601,0.0
5492,0.0
12415,0.0
4319,0.0
11108,0.0
7349,0.0
8956,0.0
10270,0.0
15006,0.0
2673,0.0
10420,0.0
2350,0.0
14104,0.0
2670,0.0
6081,0.0
4345,0.0
4403,0.0
14177,0.0
14292,0.0
1626,0.0
13069,0.0
12854,0.0
9840,0.0
1398,0.0
15482,0.0
15008,0.0
16792,0.0
10201,0.0
3027,0.0
2337,0.0
7132,0.0
9610,0.0
12510,0.0
4464,0.0
17022,0.0
9438,0.0
4687,0.0
15757,0.0
2976,0.0
795,0.0
4374,0.0
8282,0.0
4173,0.0
7173,0.0
1465,0.0
12924,0.0
9298,0.0
1554,0.0
3939,0.0
10080,0.0
1787,0.0
15033,0.0
13587,0.0
10514,0.0
9080,1.0
11555,0.0
13719,0.0
5195,0.0
9203,0.0
17183,1.0
276,0.0
16144,0.0
9395,0.0
5848,0.0
2106,0.0
9613,0.0
7828,0.0
5961,0.0
9638,0.0
4488,0.0
16477,0.0
9857,0.0
1250,0.0
15341,0.0
10091,0.0
15979,0.0
10242,0.0
9092,0.0
2790,0.0
5498,0.0
16175,0.0
12024,0.0
2395,1.0
990,0.0
11025,0.0
5536,0.0
16761,0.0
10336,0.0
4771,0.0
780,0.0
5586,0.0
12035,0.0
6197,0.0
10155,1.0
8758,0.0
3073,0.0
16655,0.0
12419,0.0
3140,0.0
8722,0.0
15917,0.0
7795,0.0
2085,0.0
16067,0.0
10120,0.0
13808,0.0
14673,0.0
10499,0.0
15756,0.0
499,0.0
15925,1.0
9713,0.0
13002,0.0
7491,0.0
3771,0.0
4614,0.0
1198,0.0
15118,0.0
0,0.0
907,1.0
7544,0.0
16981,0.0
11980,1.0
13529,0.0
115,0.0
2148,0.0
13841,0.0
3178,0.0
1962,0.0
13704,0.0
15178,0.0
14842,0.0
316,0.0
1625,0.0
11576,0.0
10052,0.0
15588,0.0
11928,0.0
4449,0.0
8971,0.0
5233,0.0
16330,0.0
9935,0.0
14978,0.0
13618,0.0
4793,0.0
3556,0.0
14509,0.0
14181,0.0
325,0.0
10277,1.0
6431,0.0
13165,0.0
8336,0.0
16624,0.0
14903,0.0
924,1.0
11247,0.0
7951,0.0
8096,0.0
14390,0.0
10099,0.0
15847,1.0
12575,0.0
15475,0.0
4499,0.0
173,0.0
5873,0.0
4854,0.0
4396,0.0
10024,0.0
3775,0.0
7408,0.0
385,0.0
12021,0.0
13895,0.0
12109,0.0
1259,0.0
16724,0.0
11439,0.0
3007,0.0
7174,0.0
7906,0.0
8073,1.0
4892,0.0
4261,0.0
3886,0.0
13769,0.0
9643,0.0
12570,0.0
2341,0.0
2403,0.0
8076,0.0
8522,0.0
8104,0.0
12479,0.0
14131,0.0
10194,0.0
13901,0.0
2369,0.0
14940,0.0
12206,0.0
5747,0.0
9836,0.0
14979,0.0
12401,0.0
8193,0.0
13451,0.0
2478,0.0
14275,0.0
4647,0.0
6666,0.0
4235,0.0
3003,0.0
10128,1.0
5259,0.0
1069,0.0
4085,0.0
9526,0.0
9459,0.0
1487,0.0
13509,0.0
16170,0.0
9947,0.0
4901,0.0
14952,0.0
3296,0.0
15151,0.0
4436,0.0
12197,0.0
4707,0.0
12947,0.0
14356,1.0
6838,0.0
14621,0.0
1249,0.0
4886,0.0
12272,0.0
12470,0.0
3353,0.0
16617,0.0
8103,0.0
13122,0.0
9441,0.0
17108,0.0
4409,0.0
1482,0.0
2720,0.0
4991,1.0
4428,0.0
17217,0.0
12394,0.0
701,0.0
3404,0.0
14479,0.0
15300,1.0
11806,0.0
16467,0.0
6752,0.0
6118,0.0
12026,0.0
5922,0.0
6312,0.0
1937,0.0
14908,0.0
702,0.0
12732,0.0
12360,0.0
2724,0.0
1979,0.0
13940,0.0
7015,0.0
15547,1.0
1331,0.0
9941,0.0
2835,0.0
2729,0.0
14008,0.0
12268,0.0
7239,0.0
8943,0.0
5855,0.0
2955,0.0
9411,0.0
16255,0.0
1279,0.0
10481,1.0
1278,0.0
15605,0.0
7103,0.0
14300,0.0
2091,0.0
8767,0.0
9316,0.0
6860,1.0
5168,0.0
9576,0.0
3492,0.0
1674,0.0
8426,1.0
14565,1.0
920,0.0
2603,0.0
1651,0.0
15500,0.0
15104,0.0
16418,0.0
13106,0.0
1066,0.0
4244,0.0
13874,0.0
6390,0.0
709,0.0
1329,0.0
10310,0.0
6,0.0
15719,0.0
11114,0.0
11038,0.0
6363,0.0
17167,0.0
7556,0.0
16763,0.0
4934,0.0
14993,0.0
8371,1.0
12262,0.0
11468,1.0
15878,0.0
4950,0.0
14658,0.0
501,0.0
15056,0.0
12101,0.0
10213,0.0
8010,0.0
15589,0.0
13292,0.0
4829,0.0
11356,0.0
15425,0.0
9514,0.0
10942,0.0
16960,0.0
16006,0.0
12383,0.0
1757,0.0
902,0.0
4195,0.0
15864,0.0
15618,0.0
12118,0.0
10593,0.0
5926,0.0
16308,0.0
3651,0.0
3615,0.0
8977,0.0
13142,0.0
2185,0.0
15496,0.0
8259,0.0
5981,0.0
9665,0.0
6717,0.0
4809,0.0
3218,0.0
7337,0.0
5036,0.0
10778,0.0
14449,0.0
5667,0.0
13507,0.0
13898,0.0
12200,0.0
2222,0.0
16137,0.0
14031,0.0
14135,0.0
67,0.0
16654,0.0
11313,0.0
729,0.0
11121,0.0
2473,0.0
2630,0.0
6291,0.0
15959,0.0
16362,0.0
506,0.0
5391,0.0
15290,0.0
3840,0.0
7006,0.0
2535,0.0
3059,0.0
4588,0.0
5276,0.0
5096,0.0
12565,0.0
7896,0.0
6045,0.0
12776,0.0
5908,0.0
2772,0.0
3210,0.0
1916,0.0
13881,0.0
3959,0.0
1552,0.0
7624,0.0
11297,0.0
33,0.0
7431,0.0
3485,0.0
7682,0.0
13861,0.0
8895,0.0
9711,0.0
3455,0.0
11265,0.0
11090,0.0
13445,0.0
9035,0.0
14525,0.0
6991,0.0
8795,0.0
6958,0.0
15426,0.0
12982,0.0
373,0.0
4741,0.0
6022,0.0
15803,0.0
5639,0.0
6878,0.0
8854,0.0
8786,0.0
11421,0.0
2970,0.0
12608,0.0
4708,0.0
46,0.0
15632,0.0
6727,0.0
12201,0.0
644,0.0
160,0.0
2228,0.0
2763,0.0
15299,0.0
13250,0.0
4210,0.0
15947,0.0
16498,0.0
2191,0.0
11346,0.0
16717,0.0
13448,0.0
12910,0.0
15794,0.0
7899,0.0
9132,0.0
13710,0.0
1370,0.0
12136,0.0
6998,0.0
6231,0.0
4955,0.0
15750,0.0
3890,0.0
6378,0.0
6651,0.0
3545,0.0
1654,0.0
6331,0.0
2502,0.0
3712,0.0
2873,0.0
9903,0.0
11217,0.0
2973,0.0
110,0.0
2858,0.0
3567,0.0
9641,0.0
8392,0.0
1147,0.0
12174,0.0
4065,0.0
5043,0.0
11120,0.0
11792,0.0
13079,0.0
16509,0.0
7620,0.0
4434,0.0
5735,0.0
5805,0.0
9667,0.0
13942,0.0
16627,0.0
7872,0.0
6969,0.0
5937,0.0
9246,0.0
15567,0.0
9801,0.0
483,0.0
5215,0.0
7466,0.0
5292,0.0
10827,0.0
12843,0.0
10553,0.0
2770,0.0
3154,0.0
4062,0.0
17078,0.0
15832,0.0
10636,0.0
14474,0.0
10408,0.0
15861,0.0
4099,0.0
9049,1.0
1000,0.0
15828,0.0
2732,0.0
13313,0.0
3847,0.0
16702,0.0
10859,0.0
16822,0.0
9061,0.0
6381,0.0
9747,0.0
10048,0.0
8866,0.0
7371,1.0
13060,0.0
4744,0.0
9744,0.0
16597,0.0
15798,0.0
15320,0.0
10411,0.0
292,0.0
14208,0.0
2273,0.0
1629,0.0
12579,0.0
16901,0.0
9724,0.0
5726,1.0
15580,0.0
6076,0.0
7419,0.0
7402,0.0
16124,0.0
16686,0.0
14495,0.0
1085,0.0
6455,0.0
4332,0.0
15625,0.0
10202,0.0
12541,0.0
1064,0.0
12068,0.0
1464,0.0
1048,0.0
5887,0.0
10113,0.0
8849,0.0
16354,0.0
10584,0.0
669,0.0
3889,0.0
2932,1.0
11490,0.0
5746,0.0
4230,0.0
9921,0.0
1038,0.0
2265,0.0
5665,0.0
2731,0.0
9074,0.0
10637,0.0
1207,0.0
11067,0.0
4712,0.0
14693,0.0
2614,0.0
2684,0.0
809,0.0
16555,0.0
9703,0.0
2155,0.0
